id,date,user,pc,activity,hour,dayofweek,activity_binary,activity_code,to,cc,bcc,from,size,attachments,content,content_clean,filename,url,Unnamed: 19
{H1T9-W0UR83YI-6650NBCN},2010-08-13 09:46:00,PSF0133,PC-4925,,9,4,,7,,,,,,,part-time benefits permanent guidance part-time permanent contribute required starter team technologies job sales concepts multitask on-time experience develop resume develop required initiative on-time start required years contribute platform management start opening salary expert experience strong years salary resume equivalent team industry skills strong multitask people platform experience develop engineer opening interface contribute sales required concepts resume develop interface permanent team platform passion,,,http://harris.com/WboUhagvat1919385663.htm,
{B8D1-D7AU23ZW-7195NPEF},2010-08-13 11:21:00,PSF0133,PC-4925,,11,4,,7,,,,,,,hours permanent sales job degree job people sales platform strong degree responsibilities degree equivalent resume degree benefits engineer guidance develop analyze develop report concepts contribute team growth team develop on-time opening platform salary dynamic benefits required equivalent job experience expert skills industry,,,http://job-hunt.org/WboUhagvat919122234.html,
{A5M9-W7PS95ZK-3195VPYV},2010-08-13 11:22:00,PSF0133,PC-4925,,11,4,,7,,,,,,,technologies platform multitask platform degree team passion resume develop sales concepts on-time skills experience responsibilities job dynamic report growth opening benefits strong required contribute multiple starter responsibilities skills report management experience process engineer on-line required permanent guidance report equivalent job years on-time compensation job customer management expert multitask passion skills interface opening management responsibilities skills analyze report team responsibilities customer industry analyze job develop sales management years on-line sales growth hours platform starter develop management team interface analyze required develop passion,,,http://lockheedmartin.com/WboUhagvat1636367808.htm,
{B8W9-R2CK39XO-0796KKHB},2010-08-16 10:24:00,PSF0133,PC-4925,,10,0,,7,,,,,,,equivalent job benefits on-time sales report concepts years analyze sales resume growth technologies experience report experience technologies passion initiative years concepts expert contribute multitask experience customer resume platform permanent years team platform strong multiple management starter start experience,,,http://lockheedmartin.com/WboUhagvat1636367808.htm,
{G9E9-B9KY45VA-5346DECV},2010-08-16 12:17:00,PSF0133,PC-4925,,12,0,,7,,,,,,,multiple opening degree required equivalent permanent initiative compensation experience contribute equivalent analyze develop on-line strong sales management hours multiple analyze sales guidance expert skills technologies starter years job growth interface customer responsibilities salary strong skills interface report on-time develop multitask customer equivalent initiative start passion part-time multiple on-time,,,http://jobhuntersbible.com/WboUhagvat1258877042.aspx,
{J6B6-G0BH72PS-1425KGEI},2010-08-16 16:37:00,PSF0133,PC-4925,,16,0,,7,,,,,,,sales job visual responsibilities sales contribute interface years customer initiative industry start skills guidance skills skills people initiative management years process customer years equivalent permanent engineer degree platform expert job benefits degree interface sales multitask analyze technologies interface industry initiative industry growth guidance platform management,,,http://linkedin.com/WboUhagvat1479839504.aspx,
{N7H6-Z8QN58GA-2700GOFO},2010-08-17 10:57:00,PSF0133,PC-4925,,10,1,,7,,,,,,,management on-time equivalent technologies responsibilities multitask platform guidance experience recruiter hours concepts team industry skills experience guidance resume platform concepts equivalent technologies multiple expert team required starter strong resume multiple technologies technologies people skills salary skills strong growth visual team start multitask industry growth relocation resume initiative industry dynamic permanent management responsibilities responsibilities visual sales skills years growth on-time responsibilities interface opening skills analyze job resume experience compensation sales passion,,,http://yahoo.com/hotjobs/WboUhagvat752138490.php,
{U7Y4-A1PO74MS-6770SHCR},2010-08-17 11:56:00,PSF0133,PC-4925,,11,1,,6,Ivy_Shaw@hp.com,,,Piper.Sasha.Fuentes@dtaa.com,18319.0,0.0,strong multitask sales benefits resume people degree degree skills required experience report platform industry interface interface hours degree sales guidance develop years hours platform opening management guidance job job process engineer team report job years platform required opening develop salary self opening experience part-time on-line team experience sales equivalent responsibilities experience degree people hours years years benefits passion industry,,,,
{M8P1-Y9GY71BQ-4971ZGCG},2010-08-17 13:57:00,PSF0133,PC-4925,,13,1,,6,Ivy_Shaw@hp.com,,,Piper.Sasha.Fuentes@dtaa.com,17455.0,0.0,management management process report customer skills on-line strong skills people salary job develop experience skills recruiter required interface salary management start skills strong skills expert visual report skills expert responsibilities starter experience starter growth degree platform resume hours on-time responsibilities multiple skills technologies concepts on-time strong initiative people initiative sales multiple sales report multiple equivalent report,,,,
{U7Y6-E8PZ43EP-8045AEHM},2010-08-17 16:01:00,PSF0133,PC-4925,,16,1,,6,Ivy_Shaw@hp.com,,,Piper.Sasha.Fuentes@dtaa.com,17767.0,0.0,resume responsibilities starter industry industry skills permanent degree start required initiative passion self resume responsibilities experience interface start management skills required develop starter analyze responsibilities team industry equivalent job guidance self technologies team management industry people growth analyze multiple skills expert interface technologies engineer hours skills develop contribute platform expert multiple strong multitask,,,,
{L5U8-U5OW95BF-2197ZXPT},2010-09-09 13:46:00,PSF0133,PC-4925,Connect,13,3,,3,,,,,,,,,,,
{E6Z2-R5WY31JX-4613NKYK},2010-09-09 13:55:00,PSF0133,PC-4925,Disconnect,13,3,,4,,,,,,,,,,,
{W1O5-H7WE60GX-8101IQXA},2010-09-09 13:56:00,PSF0133,PC-4925,Connect,13,3,,3,,,,,,,,,,,
{M5T1-R5EU99CD-3382ROMC},2010-09-09 14:08:00,PSF0133,PC-4925,Disconnect,14,3,,4,,,,,,,,,,,
{E4U2-Y5MH71GL-9427ECQD},2010-09-09 15:46:00,PSF0133,PC-4925,Connect,15,3,,3,,,,,,,,,,,
{V1M3-E7NK43SW-4754OAAI},2010-09-09 16:12:00,PSF0133,PC-4925,Disconnect,16,3,,4,,,,,,,,,,,
{Y2Y4-H1TI17FI-2683VCEC},2010-09-09 18:00:00,PSF0133,PC-4925,Connect,18,3,,3,,,,,,,,,,,
{B8O0-W4WM77CM-7378ZJWL},2010-09-09 18:00:00,PSF0133,PC-4925,Disconnect,18,3,,4,,,,,,,,,,,
{R1C5-B9PK04WT-0726RAUP},2010-09-14 12:44:00,PSF0133,PC-4925,,12,1,,6,Shannon.Chantale.Price@dtaa.com,,,Piper.Sasha.Fuentes@dtaa.com,18916.0,0.0,thanks position notice my letter week resign my resignation letter key letter week position letter letter 2 week opportunity 2 key 2 position letter resign resign notice of resign resignation position 2 interview resign position week resign resignation week letter resignation week of of position week exit week my opportunity resignation key resignation letter tender week 2 letter my,,,,
{L7U7-B5WH00EH-0686RAGY},2010-09-15 08:55:00,PSF0133,PC-4925,Connect,8,2,,3,,,,,,,,,,,
{C9E9-P3JC60LK-0580OKOB},2010-09-15 09:10:00,PSF0133,PC-4925,Disconnect,9,2,,4,,,,,,,,,,,
{O8U9-C1XQ51VU-0655OFMY},2010-09-15 10:51:00,PSF0133,PC-4925,Connect,10,2,,3,,,,,,,,,,,
{M3O2-P9QW35NR-8087JWEK},2010-09-15 10:53:00,PSF0133,PC-4925,Disconnect,10,2,,4,,,,,,,,,,,
{W9K8-P6ZZ36MY-8262NHTX},2010-09-15 13:35:00,PSF0133,PC-4925,Connect,13,2,,3,,,,,,,,,,,
{T4Z8-Y6QU88HY-7541JBUC},2010-09-15 13:58:00,PSF0133,PC-4925,Disconnect,13,2,,4,,,,,,,,,,,
{B8I7-D3VY35OT-1081VOYO},2010-09-15 16:08:00,PSF0133,PC-4925,Connect,16,2,,3,,,,,,,,,,,
{K8T6-C0NQ14IV-4637UJAJ},2010-09-15 16:28:00,PSF0133,PC-4925,Disconnect,16,2,,4,,,,,,,,,,,
{V1V6-P7DN81RT-6536ICZW},2010-06-17 09:50:00,PNL0301,PC-5611,,9,3,,7,,,,,,,sales engineer salary expert industry experience degree required equivalent benefits platform initiative years customer multitask responsibilities multitask years recruiter strong years equivalent develop degree years equivalent people opening growth technologies interface multiple industry report start passion expert skills part-time equivalent contribute report people multitask technologies,,,http://simplyhired.com/WboUhagvat57469130.jsp,
{J9Y1-W5VN24XW-4498ZBIK},2010-06-17 11:51:00,PNL0301,PC-5611,,11,3,,7,,,,,,,resume resume job required management concepts dynamic salary initiative team team equivalent skills management salary management job self permanent years skills required compensation guidance team guidance responsibilities opening report skills degree people resume sales years customer technologies permanent platform expert resume opening multiple management people sales self experience start multitask experience hours passion multiple dynamic equivalent,,,http://lockheedmartin.com/WboUhagvat1636367808.htm,
{D5J2-Z2IP59ZB-4203NIAH},2010-06-18 10:05:00,PNL0301,PC-5611,,10,4,,7,,,,,,,benefits passion experience job benefits skills process people resume report experience expert opening interface team customer experience compensation develop hours sales responsibilities industry technologies experience years start team customer hours opening required people develop opening self degree compensation required team growth people multiple multiple job customer passion compensation platform technologies degree job opening years skills report equivalent management multitask,,,http://boeing.com/WboUhagvat1904327536.htm,
{V6W9-I0YD62MC-5552GZCA},2010-06-18 15:53:00,PNL0301,PC-5611,,15,4,,7,,,,,,,resume part-time multiple responsibilities opening team resume required expert part-time experience salary required responsibilities multiple opening compensation contribute develop job concepts sales interface growth resume multiple responsibilities on-time report report benefits concepts required opening degree degree permanent management start multiple customer degree sales guidance strong technologies contribute salary skills multitask process sales degree concepts hours benefits industry guidance passion required responsibilities industry concepts industry,,,http://simplyhired.com/WboUhagvat57469130.jsp,
